1	109.65.10.134	DummyObj	︶ㄣ菰箪ツ	35	2026-08-22 16:04:27	2026-08-22 16:05:02	0
1	1.218.62.246	DummyObj	WzZpの鑫少	25	2026-08-22 16:04:37	2026-08-22 16:05:02	0
1	147.126.123.0	DummyObj	殺人犯	10	2026-08-22 16:04:52	2026-08-22 16:05:02	0
1	200.220.238.155	DummyObj	哥℃创造上帝	61	2026-08-22 16:04:01	2026-08-22 16:05:03	0
1	74.150.82.97	DummyObj	缥缈￡蓝灵	508	2026-08-22 15:56:35	2026-08-22 16:05:03	0
1	27.183.21.7	DummyObj	WzZp、尛楽ň	113	2026-08-22 16:03:10	2026-08-22 16:05:03	0
1	247.66.221.149	DummyObj	一招毙命	4	2026-08-22 16:05:08	2026-08-22 16:05:12	0
1	164.120.226.248	DummyObj	断★点	9	2026-08-22 16:05:03	2026-08-22 16:05:12	0
1	62.185.143.42	DummyObj	高难度犯罪	11	2026-08-22 16:05:23	2026-08-22 16:05:35	0
1	205.154.59.216	DummyObj	づ杀神	7	2026-08-22 16:05:29	2026-08-22 16:05:36	0
1	120.209.154.53	DummyObj	我跟你拼了	3	2026-08-22 16:05:34	2026-08-22 16:05:37	0
1	35.121.130.162	DummyObj	艳姐夫	5	2026-08-22 16:05:39	2026-08-22 16:05:45	0
1	187.156.14.143	DummyObj	疯狂女郎	32	2026-08-22 16:05:13	2026-08-22 16:05:45	0
1	199.10.55.153	DummyObj	强奸犯	27	2026-08-22 16:05:18	2026-08-22 16:05:46	0
1	109.239.25.107	DummyObj	嘟嘟	144	2026-08-22 16:05:49	2026-08-22 16:08:14	0
1	30.73.23.114	DummyObj	天少	21	2026-08-22 16:08:25	2026-08-22 16:08:46	0
1	117.110.144.85	DummyObj	依然、狠拽	29	2026-08-22 16:08:19	2026-08-22 16:08:49	0
1	86.219.210.111	DummyObj	WzZpの腾讯	23	2026-08-22 16:08:30	2026-08-22 16:08:53	0
1	182.29.129.107	DummyObj	败也萧何	196	2026-08-22 16:06:05	2026-08-22 16:09:21	0
